pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,bottle,279.0,"The product name 'פיור אויל שמן רוזמרין' does not contain any explicit pack quantity indicators. It is likely a single bottle of rosemary oil, as indicated by the lack of discrete item indicators and the nature of the product.",high,Assumed to be a single bottle of oil due to the absence of pack indicators and the typical packaging for oils.,10396315,7290004760335,פיור אויל שמן רוזמרין (₪279 ל-),פיור אויל שמן רוזמרין (₪279 ל-),279.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,419.0,"The product name 'פרימוורה שמן עץ התה' does not contain any explicit pack quantity indicators. It is likely a single bottle of tea tree oil, as indicated by the lack of discrete item counts and the typical packaging for oils.",medium,Assumed to be a single bottle due to the nature of the product (oil) and absence of any pack indicators.,10396316,4086900102026,פרימוורה שמן עץ התה (₪419 ל-),פרימוורה שמן עץ התה (₪419 ל-),419.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,219.67,"The product name contains 'שמן ארגן 100% טהור', which suggests a liquid product. No explicit pack quantity indicators are present, but the context implies a single bottle of argan oil. Therefore, the pack_quantity is set to 1 with unit_type as 'bottle'.",high,"The product is a liquid (argan oil), typically sold in bottles, and no other pack indicators are present.",10396317,7290016299557,ארגניה שמן ארגן 100% טהור (₪219.67 ל-),ארגניה שמן ארגן 100% טהור (₪219.67 ל-),219.67,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,289.0,"The product name 'לייף שמן אקליפטוס לימוני' does not contain explicit pack quantity indicators. It likely refers to a single bottle of eucalyptus lemon oil. Since there are no volume or weight measurements provided, we assume it is a single item.",medium,Assumed to be a single bottle of oil based on typical product packaging for oils.,10396318,7290103435523,לייף שמן אקליפטוס לימוני (₪289 ל-),לייף שמן אקליפטוס לימוני (₪289 ל-),289.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,259.0,"The product name 'לייף שמן אקליפטוס' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product, indicated by the term 'שמן' (oil), which suggests it is sold by volume. Therefore, it is treated as a single bottle.",high,Assumed to be a single bottle of eucalyptus oil based on the product type and lack of explicit pack indicators.,10396319,7290103435516,לייף שמן אקליפטוס (₪259 ל-),לייף שמן אקליפטוס (₪259 ל-),259.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
2,pair,60.9,"The product name includes 'זוג', which indicates a pair. Therefore, the pack quantity is 2. The normalized price is calculated as current_price (30.45) multiplied by pack_quantity (2).",high,"The term 'זוג' clearly indicates a pair, making the pack quantity determination straightforward.",10396320,7290006497758,ארומה סנס מארז שמן שקדים מתוקים - זוג (₪30.45 ל-),ארומה סנס מארז שמן שקדים מתוקים - זוג (₪30.45 ל-),30.45,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,package,136.33,"The product name does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product name suggests it is a topical ointment for application, which typically comes in a single package. No explicit pack indicators are present.",10396321,7290016186154,טפטפים קולדי משחה למריחה על חזה גב וצוואר התינוק (₪136.33 ל-),טפטפים קולדי משחה למריחה על חזה גב וצוואר התינוק (₪136.33 ל-),136.33,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,459.0,"The product name 'פיור אויל שמן מנטה' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product, possibly an essential oil, which is typically sold by volume. Therefore, it is assumed to be a single bottle.",high,Assumed to be a single bottle of essential oil based on typical product type and lack of explicit pack indicators.,10396322,7290091498548,פיור אויל שמן מנטה (₪459 ל-),פיור אויל שמן מנטה (₪459 ל-),459.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,package,306.92,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name 'לייף משקם ציפורניים עץ התה' does not specify a quantity of discrete items, so it is treated as a single package.",10396323,7290120935006,לייף משקם ציפורניים עץ התה (₪306.92 ל-),לייף משקם ציפורניים עץ התה (₪306.92 ל-),306.92,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,package,214.29,"The product name 'טפטפים אפג'ל' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name lacks specific quantity or volume/weight information, leading to the assumption of a single package.",10396324,7290014962866,טפטפים אפג'ל (₪214.29 ל-),טפטפים אפג'ל (₪214.29 ל-),214.29,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,36.72,"The product name does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product (massage and bath oil), which suggests it is sold by volume. Therefore, it is treated as a single bottle.",high,"The product name suggests it is a liquid oil, typically sold in bottles. No explicit pack indicators are present, confirming the assumption of a single bottle.",10396325,7290001692547,פיור אויל שמן עיסוי ואמבט קוקוס וניל (₪36.72 ל-),פיור אויל שמן עיסוי ואמבט קוקוס וניל (₪36.72 ל-),36.72,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,package,19.9,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests it includes an inhaler and a bottle of Chinese oil, but without specific quantity indicators, it is treated as a single package.",10396326,7290003775927,דראגון אינהלר-משאף ובקבוקון שמן סיני (₪19.90 ל-),דראגון אינהלר-משאף ובקבוקון שמן סיני (₪19.90 ל-),19.9,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,499.0,"The product name 'פרימוורה שמן לבנדר פיין' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a single bottle of lavender oil, as indicated by the term 'שמן' (oil), which is typically sold by volume. Therefore, the pack quantity is assumed to be 1 bottle.",high,"The product is likely a single bottle of lavender oil, as there are no explicit pack indicators and it is common for oils to be sold by the bottle.",10396327,4086900100428,פרימוורה שמן לבנדר פיין (₪499 ל-),פרימוורה שמן לבנדר פיין (₪499 ל-),499.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,289.0,"The product name 'פיור אויל שמן אקליפטוס' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product, indicated by the term 'שמן' (oil), which suggests it is sold by volume. Therefore, it is treated as a single bottle.",high,Assumed to be a single bottle of eucalyptus oil due to the nature of the product and lack of discrete item indicators.,10396328,7290004760427,פיור אויל שמן אקליפטוס (₪289 ל-),פיור אויל שמן אקליפטוס (₪289 ל-),289.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,379.0,"The product name 'פרימוורה שמן אקליפטוס' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a single bottle of eucalyptus oil, as indicated by the lack of discrete item indicators and the nature of the product.",high,Assumed to be a single bottle of oil due to the absence of pack indicators and the typical packaging for oils.,10396329,7290100413012,פרימוורה שמן אקליפטוס (₪379 ל-),פרימוורה שמן אקליפטוס (₪379 ל-),379.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,409.0,"The product name 'פיור אויל שמן תפוז' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product, as indicated by the term 'שמן' (oil), which suggests it is sold by volume. Therefore, it is treated as a single bottle.",high,Assumed to be a single bottle of oil due to the nature of the product and lack of discrete item indicators.,10396330,7290004760731,פיור אויל שמן תפוז (₪409 ל-),פיור אויל שמן תפוז (₪409 ל-),409.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,459.0,"The product name 'פרימוורה שמן רוזמרין' does not contain any explicit pack quantity indicators. It is likely a single bottle of rosemary oil, as indicated by the lack of discrete item indicators and the typical packaging for oils.",high,Assumed to be a single bottle of oil due to the nature of the product and absence of pack indicators.,10396331,4086900100756,פרימוורה שמן רוזמרין (₪459 ל-),פרימוורה שמן רוזמרין (₪459 ל-),459.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,219.67,"The product name contains the word 'שמן' which typically indicates a liquid product. No explicit pack quantity indicators are present, and the price is given per unit. Therefore, it is assumed to be a single bottle.",high,"The product is likely a single bottle of tea tree oil, as indicated by the name 'שביט עץ התה שמן'.",10396332,7290014720596,שביט עץ התה שמן * (₪219.67 ל-),שביט עץ התה שמן * (₪219.67 ל-),219.67,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,49.95,"The product name contains no explicit pack quantity indicators and is a volume-based item (likely a liquid oil), so it is treated as a single bottle.",high,"The product is an organic jojoba oil, typically sold in bottles. No pack indicators suggest multiple items.",10396333,7290010184408,+OS שמן חוחובה אורגני (₪49.95 ל-),+OS שמן חוחובה אורגני (₪49.95 ל-),49.95,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,459.0,The product name contains no explicit pack quantity indicators and is likely a single bottle of lavender oil. The price is for one bottle.,high,"The product name suggests a liquid product, likely sold by volume, hence treated as a single bottle.",10396334,7290004760281,פיור אויל שמן לבנדר (₪459 ל-),פיור אויל שמן לבנדר (₪459 ל-),459.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,379.0,"The product name 'פיור אויל שמן ציטרונלה' does not contain any explicit pack quantity indicators such as units or capsules. It is likely a liquid product, indicated by the term 'שמן' (oil), which suggests it is sold by volume. Therefore, it is treated as a single bottle.",high,"The product is likely a liquid oil, hence treated as a single bottle. No explicit pack quantity indicators are present.",10396335,7290004760601,פיור אויל שמן ציטרונלה (₪379 ל-),פיור אויל שמן ציטרונלה (₪379 ל-),379.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,339.0,"The product name 'פיור אויל שמן אקליפטוס לימוני' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product, possibly an essential oil, which is typically sold by volume. Therefore, I assume it is one bottle.",high,Assumed to be a single bottle of essential oil based on typical product type and lack of discrete item indicators.,10396336,7290005717161,פיור אויל שמן אקליפטוס לימוני (₪339 ל-),פיור אויל שמן אקליפטוס לימוני (₪339 ל-),339.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,689.0,"The product name 'פיור אויל רבנסרה' does not contain any explicit pack quantity indicators. The price is given as ₪689, which suggests it is for a single item. Since there are no volume or weight measurements, it is reasonable to assume this is a single bottle of essential oil.",medium,Assumed single bottle due to lack of explicit pack indicators and typical packaging for essential oils.,10396337,7290001692578,פיור אויל רבנסרה (₪689 ל-),פיור אויל רבנסרה (₪689 ל-),689.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,36.72,"The product name 'פיור אויל שמן ניחוחי לבנדר' does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It is likely a single bottle of scented oil, as indicated by the lack of discrete item indicators and the nature of the product being an oil. Therefore, it is treated as one bottle.",high,"The product is an oil, typically sold in bottles, and no pack quantity indicators are present. Assumed to be a single bottle based on product type.",10396338,7290011278458,פיור אויל שמן ניחוחי לבנדר (₪36.72 ל-),פיור אויל שמן ניחוחי לבנדר (₪36.72 ל-),36.72,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,36.72,The product name contains no explicit pack quantity indicators and is likely a single bottle of massage and bath oil. The price is given per bottle.,high,"The product name suggests a liquid product, typically sold in bottles, and no other pack indicators are present.",10396339,7290011278786,פיור אויל שמן עיסוי ואמבט אמור (₪36.72 ל-),פיור אויל שמן עיסוי ואמבט אמור (₪36.72 ל-),36.72,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,36.72,The product name contains no explicit pack quantity indicators and is likely a single bottle of massage and bath oil. The price is given per bottle.,high,"The product name suggests a liquid product, likely sold as a single bottle. No volume or weight is specified, but the context implies a single unit.",10396340,7290001692554,פיור אויל שמן עיסוי ואמבט לבנדר לימון (₪36.72 ל-),פיור אויל שמן עיסוי ואמבט לבנדר לימון (₪36.72 ל-),36.72,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,539.0,"The product name does not contain any explicit pack quantity indicators. It is likely a single bottle of geranium oil, as indicated by the lack of discrete item counts and the nature of the product.",medium,Assumed to be a single bottle of oil due to the absence of pack indicators and typical packaging for oils.,10396341,7290004760298,פיור אויל שמן גרניום (₪539 ל-),פיור אויל שמן גרניום (₪539 ל-),539.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,429.0,"The product name 'פיור אויל שמן לימון' does not contain any explicit pack quantity indicators. It is likely a single bottle of lemon oil, as indicated by the lack of discrete item indicators and the nature of the product.",high,Assumed to be a single bottle of oil due to the absence of pack indicators and the typical packaging of such products.,10396342,7290004760304,פיור אויל שמן לימון (₪429 ל-),פיור אויל שמן לימון (₪429 ל-),429.0,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,19.56,"The product name contains no explicit pack quantity indicators and includes a volume measurement (implied by 'שמן קוקוס' which is typically a liquid). Therefore, it is treated as a single bottle of coconut oil.",high,"The product is a liquid (coconut oil), so it is assumed to be sold as a single bottle.",10396343,7290015058780,פיור אויל שמן קוקוס ריחני (₪19.56 ל-),פיור אויל שמן קוקוס ריחני (₪19.56 ל-),19.56,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,package,509.0,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests it is a blend for a burner and diffuser, which typically comes as a single package. No explicit pack indicators or volume/weight measurements were found.",10396344,7290019827399,פיור אויל ארומתרפיה ביתית FRESH AIR תערובת למבער ומפיץ ריח. כולל אבן הרחה (₪509 ל-),תערובת שמנים פרש אייר,509.0,בית מרקחת,52001
1,package,509.0,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product is likely a single package of an aromatherapy blend, as there are no indicators of multiple units or specific volume/weight measurements.",10396345,7290019327806,פיור אויל ארומתרפיה ביתית ENERGY תערובת למבער ומפיץ ריח. כולל אבן הרחה (₪509 ל-),תערובת שמנים אנרג'י,509.0,בית מרקחת,52001
1,package,509.0,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product is an aromatherapy blend for a diffuser, which typically comes as a single package unless otherwise specified.",10396346,7290019827177,פיור אויל ארומתרפיה ביתית YOGA תערובת למבער ומפיץ ריח. כולל אבן הרחה (₪509 ל-),YOGA תערובת שמנים למכשיר אדים,509.0,בית מרקחת,52001
1,package,509.0,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product name suggests a blend for aroma diffusers, which typically comes in a single package. No explicit quantity indicators are present.",10396347,7290019827160,פיור אויל ארומתרפיה ביתית FOCUS תערובת למבער ומפיץ ריח. כולל אבן הרחה (₪509 ל-),תערובת שמנים פוקוס,509.0,בית מרקחת,52001
1,package,509.0,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is an essential oil blend for aromatherapy, typically sold as a single unit unless otherwise specified.",10396348,7290019827184,פיור אויל ארומתרפיה ביתית SLEEP תערובת למבער ומפיץ ריח. כולל אבן הרחה (₪509 ל-),תערובת שמנים אתריים סליפ,509.0,בית מרקחת,52001
1,bottle,336.33,"The product name includes a volume measurement (100% pure essential oil), indicating a single bottle. No explicit pack quantity indicators are present.",high,"The product is an essential oil, typically sold in single bottles based on volume measurement.",10396349,7290119020706,שמן אתרי עץ התה 100% טהור (₪336.33 ל-),שמן אתרי עץ התה 100% טהור (₪336.33 ל-),336.33,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,34.32,"The product name 'לייף שמן נבט חיטה' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It likely refers to a single bottle of wheat germ oil, as indicated by the absence of any discrete item count and the nature of the product being an oil.",high,"The product is an oil, typically sold in bottles, and there are no other indicators suggesting multiple items in a pack.",10396350,7290103435578,לייף שמן נבט חיטה (₪34.32 ל-),לייף שמן נבט חיטה (₪34.32 ל-),34.32,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,71.92,"The product name contains a volume measurement (שמן בסיס גזר בכבישה קרה), indicating it is a liquid product. No explicit pack quantity indicators are present, so it is assumed to be a single bottle.",high,"The product is a liquid (oil) with no discrete item count, so it is treated as a single bottle.",10396351,7290008230353,רוטס רוטס שמן בסיס גזר בכבישה קרה (₪71.92 ל-),רוטס רוטס שמן בסיס גזר בכבישה קרה (₪71.92 ל-),71.92,בריאות/רפואה טבעית/שמני גוף ושמנים ארומטיים,52001
1,package,11.98,"The product name 'תמרינדי קטורת עץ פאלו סנטו מארז' does not contain explicit pack quantity indicators such as 'יחידות', 'מארז X', or 'זוג'. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single package.",medium,"The term 'מארז' suggests a package, but without a specific number, it defaults to a single package assumption.",10396352,0302202510001,תמרינדי קטורת עץ פאלו סנטו מארז (₪11.98 ליחידה),תמרינדי קטורת עץ פאלו סנטו מארז (₪11.98 ליחידה),11.98,בריאות/רפואה טבעית/צמחי מרפא,52001
1,bottle,151.2,"The product name 'סירופ LIPO FOCUS & MEMORY ליפוזומלי' suggests a liquid product, likely in a single bottle. No explicit pack quantity indicators are present, and the name does not specify multiple units. Therefore, assume a single bottle.",high,"The product is a syrup, typically sold in bottles. No volume or weight is specified, but the nature of the product implies a single bottle.",10396353,7290019193210,סירופ LIPO FOCUS & MEMORY ליפוזומלי (₪151.20 ל-),סירופ LIPO FOCUS & MEMORY ליפוזומלי (₪151.20 ל-),151.2,בריאות/רפואה טבעית/צמחי מרפא,52001
1,bottle,141.8,"The product name 'שביט שמן אובליפיחה' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is likely a liquid product, possibly an oil, which is typically sold by volume. Therefore, it is treated as a single bottle.",high,"The product name suggests it is an oil, which is commonly sold in bottles. No explicit pack indicators are present, so it defaults to a single bottle.",10396354,7290008123877,שביט שמן אובליפיחה (‫₪141.80 ל-‬),שביט שמן אובליפיחה (₪141.80 ל-),141.8,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
